id,color,codigo_color,codigo_tela,descripcion_tela,ancho_tela
1805,VANILLA FLOWER POISON GREEN,1805,TE00010140,"PRINTED LYCRA VITTA, FY0427J RATTI, RE'25 SWIM SALTY PALMS BLUE ECRU 80CM",1.46
1806,VANILLA POISON GREEN,1806,TE00010141,"PRINTED LYCRA VITTA, FY0427J RATTI, RE'25 SWIM SALTY PALMS GREEN ECRU BLACK 80CM",1.46
1807,VANILLA FLOWER EMERALD GREEN,1807,TE00010142,"PRINTED LYCRA VITTA, FY0427J RATTI, RE'25 SWIM TIE DYE LINES ECRU-BLUE 20CM",1.46
1808,VANILLA FLOWER DARK BURGUNDY,1808,TE00010143,"PRINTED LYCRA VITTA, FY0427J RATTI, RE'25 SWIM TIE DYE LINES ECRU-RED 20CM",1.46
1809,VANILLA FLOWER LIQUORICE BLACK,1809,TE00010144,"PRINTED LYCRA VITTA, FY0427J RATTI, RE'25 SWIM PALM GREEN-ECRU 80CM",1.46
1810,COLONIAL LAVA RED,1810,TE00010145,"PRINTED LYCRA VITTA, FY0427J RATTI, RE’25 SWIM PALM STRIPES ECRU-NAVY 80CM",1.46
1811,COLONIAL MONK ORANGE,1811,TE00010146,"PRINTED TERRY, ART.FY0446J/RICI RATTI, RE'25 SWIM SALTY PALMS ECRU RED BROWN 80CM",1.40
1812,COLONIAL SUNNY MARSALA,1812,TE00010147,"PRINTED TERRY, ART.FY0446J/RICI RATTI, RE'25 SWIM SALTY PALMS GREEN ECRU BLACK 80CM",1.40
1813,COLONIAL TOPAZ BLUE,1813,TE00010148,"PRINTED TERRY, ART.FY0446J/RICI RATTI, RE’25 SWIM PALM STRIPES ECRU-NAVY 80CM",1.40
1814,COLONIAL MYKONOS BLUE,1814,TE00010053,"EMBROIDERY COTTON, ART.YORK42 ARGOMENTI, COL.ECRU",1.45
1815,COLONIAL NAVY,1815,TE00010054,"EMBROIDERY COTTON, ART.YORK42 ARGOMENTI, COL.BLACK",1.45
1816,COLONIAL BLACK,1816,TE00010137,"SOLID JERSEY, ART. DEANNA GBINDA, COL.BLACK",
1817,COLONIAL CURCUMA YELLOW,1817,TE00010074,"PRINTED LIGHT LINEN, W0448FEB CLERICI, RE'25 SWIM SAILBOAT GREEN-BLACK-RED BRICK 40 CM",1.45
1818,COLONIAL POISON GREEN,1818,TE00010075,"PRINTED LIGHT LINEN, W0448FEB CLERICI, RE'25 SWIM SAILBOAT LANGUAGE ECRU-ORANGE-BLUE 30 CM",1.45
1819,COLONIAL MARSALA,1819,TE00010076,"PRINTED LIGHT LINEN, W0448FEB CLERICI, RE'25 SWIM SALTY PALMS BLACK ECRU MINT 50CM",1.45
1820,COLONIAL CURCUMA,1820,TE00010078,"PRINTED LIGHT LINEN, W0448FEB CLERICI, RE'25 SWIM SALTY PALMS ECRU BROWN PINK 50CM",1.45
1821,ECRU/EFFERVESCENT,1821,TE00010082,"PRINTED LIGHT LINEN, W0448FEB CLERICI, RE'25 SWIM SALTY PALMS PINK MINT BROWN 50CM",1.45
1822,INDUS VALLEY,1822,TE00010083,"PRINTED LIGHT LINEN, W0448FEB CLERICI, RE'25 SWIM SALTY PALMS SAND ECRU 50CM",1.45
1823,DANCING RED,1823,TE00010077,"PRINTED LIGHT LINEN, W0448FEB CLERICI, RE'25 SWIM SALTY PALMS ECRU BLUE RED 140CM",1.45
1824,NIGTH PURPLE,1824,TE00010079,"PRINTED LIGHT LINEN, W0448FEB CLERICI, RE'25 SWIM SALTY PALMS ECRU RED BROWN 140CM",1.45
1825,DASK,1825,TE00010080,"PRINTED LIGHT LINEN, W0448FEB CLERICI, RE'25 SWIM SALTY PALMS ECRU RUST BLUE 140CM",1.45
1826,SMOKE JADE,1826,TE00010081,"PRINTED LIGHT LINEN, W0448FEB CLERICI, RE'25 SWIM SALTY PALMS GREEN ECRU BLACK 140CM",1.45
1827,CHIRIBIQUETE SAND,1827,TE00010084,"PRINTED LIGHT LINEN, W0448FEB CLERICI, RE'25 SWIM SALTY PALMS YELLOW RED ECRU 140CM",1.45
1828,HARBOR BLUE,1828,TE00010085,"PRINTED LIGHT LINEN, W0448FEB CLERICI, RE'25 SWIM TIE DYE LINES ECRU-BLUE 30CM",1.45
1829,BOYFRIENDS BLUE,1829,TE00010086,"PRINTED LIGHT LINEN, W0448FEB CLERICI, RE'25 SWIM TIE DYE LINES ECRU-GREEN 30CM",1.45
1830,AFTER DARK BLACK,1830,TE00010087,"PRINTED LIGHT LINEN, W0448FEB CLERICI, RE’25 SWIM PALM BEIGE FOSSIL-ECRU 130CM",1.45
1831,BEACH SAND,1831,TE00010088,"PRINTED LIGHT LINEN, W0448FEB CLERICI, RE’25 SWIM PALM STRIPES ECRU-NAVY 130CM",1.45
1832,AFTER JADE GREEN,1832,TE00010089,"PRINTED LIGHT LINEN, W0448FEB CLERICI, RE´25 SWIM OMBRÉ ECRU-RED 80CM",1.45
1833,PROVIDENCIA CLEAR BLUE,1833,TE00010090,"PRINTED LIGHT LINEN, W0448FEB CLERICI, RE´25 SWIM OMBRÉ PURPLE-BLUE 80CM",1.45
1834,SISTERHOOD PINK,1834,TE00010102,"PRINTED SHIMMERING LYCRA, ART.W0693ERO CLERICI, RE´25 SWIM OMBRÉ ECRU-RED 80CM",1.55
1835,PINOT WINE,1835,TE00010103,"PRINTED SHIMMERING LYCRA, ART.W0693ERO CLERICI, RE´25 SWIM OMBRÉ PURPLE-BLUE 80CM",1.55
1836,PINOT NOIR,1836,TE00010098,"PRINTED LIGHT POPLIN, ART.WW0586BIO CLERICI, RE’25 SAILBOAT LANGUAGE PAREO BLACK-ECRU",
1837,SEPIA BROWN,1837,TE00010099,"PRINTED LIGHT POPLIN, ART.WW0586BIO CLERICI, RE’25 SAILBOAT LANGUAGE PAREO ECRU-ORANGE-BLUE",
1838,MYSTIC MAUVE,1838,TE00010101,"PRINTED LIGHT POPLIN, ART.WW0586BIO CLERICI, RE´25 SAILBOAT LANGUAGE PAREO GREEN-ECRU-BLACK",
1839,SOFT VIOLET,1839,TE00010100,"PRINTED LIGHT POPLIN, ART.WW0586BIO CLERICI, RE´25 SAILBOAT LANGUAGE PAREO ECRU-BLACK",
1840,TURMERIC YELLOW,1840,TE00010091,"PRINTED LIGHT POPLIN, ART.WW0586BIO CLERICI, RE'25 SWIM SALTY PALMS BLACK ECRU MINT 50CM",
1841,EUPHORIA ORANGE,1841,TE00010092,"PRINTED LIGHT POPLIN, ART.WW0586BIO CLERICI, RE'25 SWIM SALTY PALMS BROWN PINK 140CM",
1842,SPICY RUST,1842,TE00010093,"PRINTED LIGHT POPLIN, ART.WW0586BIO CLERICI, RE’25 SWIM PALM WINE-GREEN 130CM",
1843,ACHIOTE RED,1843,TE00010094,"PRINTED LIGHT POPLIN, ART.WW0586BIO CLERICI, RE'25 SWIM PAREO SAILING LANDSCAPE - BROWN BLACK",
1844,WILDFIRE PINK,1844,TE00010095,"PRINTED LIGHT POPLIN, ART.WW0586BIO CLERICI, RE'25 SWIM PAREO SAILING LANDSCAPE - BROWN GREEN",
1845,TAN NECTARINE,1845,TE00010096,"PRINTED LIGHT POPLIN, ART.WW0586BIO CLERICI, RE'25 SWIM PAREO SAILING LANDSCAPE - RED ECRU",
1846,FACUNDO ECRU/AFTER DARK BLACK,1846,TE00010097,"PRINTED LIGHT POPLIN, ART.WW0586BIO CLERICI, RE'25 SWIM PAREO SAILING LANSCAPE - BLACK ECRU",
1847,FACUNDO ECRU/CHILI RED,1847,TE00010104,"EMBROIDERY COTTON VOILE, ART.ES-240551 EMBENSE, PALMS EMBROIDERY ECRU-BLUE",1.40
1848,FACUNDO PINOT WINE/PICANTE RED,1848,TE00010105,"EMBROIDERY COTTON VOILE, ART.ES-240551 EMBENSE, PALMS EMBROIDERY ECRU-GREEN",1.40
1849,FACUNDO BEACH SAND/ACHIOTE RED,1849,TE00010106,"EMBROIDERY COTTON VOILE, ART.ES-240551 EMBENSE, PALMS EMBROIDERY ECRU-BEIGE",1.40
1850,FACUNDO ECRU/TURMERIC YELLOW,1850,TE00010109,"PRINTED LIGHT POPLING, CAMBRIDGE LISA, RE'25 SWIM SALTY PALMS SAND ECRU 140CM DIS952901/JO1",1.42
1851,PAMPA ECRU/AFTER DARK BLACK,1851,TE00010112,"PRINTED LIGHT POPLING, CAMBRIDGE LISA, RE'25 SWIM SALTY PALMS BLUE ECRU 140CM DIS952901/JO2",1.42
1852,PAMPA ECRU/CHILI RED,1852,TE00010113,"PRINTED LIGHT POPLING, CAMBRIDGE LISA, RE'25 SWIM SALTY PALMS BROWN PINK 140CM DIS952901/JO3",1.42
1853,PAMPA PINOT WINE/PICANTE RED,1853,TE00010107,"PRINTED LIGHT POPLING, CAMBRIDGE LISA, RE'25 SWIM SALTY PALMS YELLOW RED ECRU 50CM DIS952902/JO1",1.42
1854,PAMPA BEACH SAND/ACHIOTE RED,1854,TE00010108,"PRINTED LIGHT POPLING, CAMBRIDGE LISA, RE'25 SWIM SALTY PALMS ORANGE ECRU BROWN 50CM DIS952902/JO2",1.42
1855,PAMPA ECRU/TURMERIC YELLOW,1855,TE00010110,"PRINTED LIGHT POPLING, CAMBRIDGE LISA, RE'25 SWIM SALTY PALMS GREEN ECRU BLACK 50CM DIS952902/JO3",1.42
1856,GAUCHO ECRU/AFTER DARK BLACK,1856,TE00010114,"PRINTED LIGHT POPLING, CAMBRIDGE LISA, RE'25 SWIM SALTY PALMS BLACK ECRU MINT 50CM DIS952902/JO4",1.42
1857,GAUCHO ECRU/CHILI RED,1857,TE00010111,"PRINTED LIGHT POPLING, CAMBRIDGE LISA, RE'25 SWIM SALTY PALMS ECRU BLUE 50CM DIS952902/JO5",1.42
1858,GAUCHO PINOT WINE/PICANTE RED,1858,TE00010115,"PRINTED LIGHT POPLING, CAMBRIDGE LISA, RE’25 SWIM PALM STRIPES WINE-ROSE 130CM DIS952906/JO1",1.42
1859,GAUCHO BEACH SAND/ACHIOTE RED,1859,TE00010118,"PRINTED LIGHT POPLING, CAMBRIDGE LISA, RE’25 SWIM PALM WINE-GREEN 130CM DIS952906/JO2",1.42
1860,GAUCHO ECRU/TURMERIC YELLOW,1860,TE00010116,"PRINTED LIGHT POPLING, CAMBRIDGE LISA, RE’25 SWIM PALM GREEN-ECRU 130CM DIS952906/JO3",1.42
1861,MACONDO ECRU/MIDNIGHT SKY BLUE,1861,TE00010117,"PRINTED LIGHT POPLING, CAMBRIDGE LISA, RE’25 SWIM PALM STRIPES BLACK-ANTIQUE ECRU 130CM DIS952906/JO4",1.42
1862,MACONDO ECRU/AFTER DARK BLACK,1862,TE00010119,"PRINTED LIGHT POPLING, CAMBRIDGE LISA, RE'25 SWIM TIE DYE LINES ECRU-RED 30CM DIS952908/JO1",1.42
1863,MACONDO MYSTIC BROWN/CHOCOLAT,1863,TE00010120,"PRINTED LIGHT POPLING, CAMBRIDGE LISA, RE'25 SWIM TIE DYE LINES ECRU-SAND 30CM DIS952908/JO2",1.42
1864,MACONDO WILDFIRE PINK/JO CAMEL,1864,TE00010121,"PRINTED LIGHT POPLING, CAMBRIDGE LISA, RE'25 SWIM SAILBOAT LANGUAGE BLACK-ECRU 30 CM DIS952909/JO1",1.42
1865,MACONDO ACHIOTE RED/ANTIQUE ECRU,1865,TE00010126,"PRINTED COTTON VOILE - OROSEI LISA, RE'25 SWIM PAREO SAILING LANDSCAPE - BROWN GREEN DIS952913/JO1",1.45
1866,MACONDO ECRU/ACHIOTE RED,1866,TE00010127,"PRINTED COTTON VOILE - OROSEI LISA, RE'25 SWIM PAREO SAILING LANSCAPE - BLACK ECRU DIS952913/JO2",1.45
1867,MACONDO AFTER DARK BLACK/ACHIOTE RED,1867,TE00010128,"PRINTED COTTON VOILE - OROSEI LISA, RE'25 SWIM PAREO SAILING LANDSCAPE - BROWN BLACK DIS952913/JO3",1.45
1868,MACONDO ACHIOTE RED/CHOCOLAT,1868,TE00010129,"PRINTED COTTON VOILE - OROSEI LISA, RE'25 SWIM PAREO SAILING LANDSCAPE - RED ECRU DIS952913/JO4",1.45
1869,MACONDO PICANTE RED/CHOCOLAT,1869,TE00010123,"PRINTED COTTON VOILE - OROSEI LISA, RE´25 SWIM SAILBOAT LANGUAGE PAREO ECRU-BLACK DIS952914/JO1",1.45
1870,MACONDO TAN NECTARINE/CHILI RED,1870,TE00010122,"PRINTED COTTON VOILE - OROSEI LISA, RE´25 SWIM SAILBOAT LANGUAGE PAREO GREEN-ECRU-BLACK DIS952914/JO2",1.45
1871,MACONDO SOFT VIOLET/ORANGEADE,1871,TE00010124,"PRINTED COTTON VOILE - OROSEI LISA, RE’25 SWIM SAILBOAT LANGUAGE PAREO BLACK-ECRU DIS952915/JO1",1.45
1872,MACONDO APRICOT/CHOCOLAT,1872,TE00010125,"PRINTED COTTON VOILE - OROSEI LISA, RE’25 SWIM SAILBOAT LANGUAGE PAREO ECRU-ORANGE-BLUE DIS952915/JO2",1.45
1873,MACONDO EUPHORIA ORANGE/PROVIDENCIA CLEAR BLUE,1873,TE00010131,"PRINTED ECO GEORGETTE - GREEN PARAGUAY LISA, RE’25 SWIM PALM WINE-GREEN 130CM DIS952906/JO6",1.51
1874,MACONDO TURMERIC YELLOW/ABSINTHE GREEN,1874,TE00010130,"PRINTED ECO GEORGETTE - GREEN PARAGUAY LISA, RE’25 SWIM PALM STRIPES ORANGE TIGER-SOFT TURQUOISE 130CM DIS952906/JO5",1.51
1875,MACONDO ECRU/ESOTERIC YELLOW,1875,TE00010132,"PRINTED ECO GEORGETTE - GREEN PARAGUAY LISA, RE’25 SWIM PALM STRIPES WINE-ROSE 130CM DIS952906/JO7",1.51
1876,PROVIDENCIA PICANTE RED,1876,TE00010133,"PRINTED ECO GEORGETTE - GREEN PARAGUAY LISA, RE'25 SWIM SALTY PALMS BLACK ECRU MINT 50CMDIS952902/JO6",1.51
1877,PROVIDENCIA TURMERIC/JADE,1877,TE00010179,"EMBROIDERY COTTON VOILE, MONARCH, RE'25 SWIM SAILBOAT GREEN-BLACK-RED BRICK 30 CM",1.53
1878,PROVIDENCIA ECRU/EMERALD GREEN,1878,TE00010180,"EMBROIDERY COTTON VOILE, MONARCH, RE'25 SWIM SAILBOAT ECRU-BLUES 30 CM",1.53
1879,PROVIDENCIA PINOT NOIR,1879,TE00010181,"EMBROIDERY COTTON VOILE, MONARCH, RE'25 SWIM SAILBOAT LANGUAGE BLACK-ECRU 30 CM",1.53
1880,PROVIDENCIA TURMERIC/ECRU,1880,TE00010182,"EMBROIDERY COTTON VOILE, MONARCH, RE’25 SWIM BEACH VIBES NAVY-ANTIQUE ECRU 150CM",1.53
1881,PROVIDENCIA SHADES OF GREEN,1881,TE00010183,"EMBROIDERY COTTON VOILE, MONARCH, RE’25 SWIM BEACH VIBES ANTIQUE ECRU-BLACK 150CM",1.53
1882,DELHI WILDFIRE PINK/ANTIQUE ECRU,1882,TE00010184,"EMBROIDERY COTTON VOILE, MONARCH, RE’25 SWIM BEACH VIBES WINE-ANTIQUE ECRU 150CM",1.53
1883,DELHI SEPIA/ANTIQUE ECRU,1883,TEN0007469,"PRINTED POLYESTER, ART.NAUTICA ECO SUTEX,RE'25 SWIM SALTY PALMS BEIGE-GREEN 50CM",1.45
1884,DELHI BEIGE/TURMERIC YELLOW,1884,TEN0007470,"PRINTED POLYESTER, ART.NAUTICA ECO SUTEX,RE'25 SWIM SALTY PALMS BEIGE-ECRU 50CM",1.45
1885,DELHI CHILI RED/JADE,1885,TEN0007471,"PRINTED POLYESTER, ART.NAUTICA ECO SUTEX,RE’25 SWIM PALM STRIPES BLUE-ECRU 70CM",1.45
1886,DELHI ECRU/ORANGE,1886,TEN0007472,"PRINTED POLYESTER, ART.NAUTICA ECO SUTEX,RE’25 SWIM BEACH VIBES NAVY-ANTIQUE ECRU 60CM",1.45
1887,DELHI ECRU/BLUE,1887,TEN0007473,"PRINTED POLYESTER, ART.NAUTICA ECO SUTEX,RE’25 SWIM BEACH VIBES RED- ECRU 60CM",1.45
1888,JAIPUR ORANGE/BLUE,1888,TE00010175,"PRINTED LIGHT POPLIN, COK150N/BIO150 RATTI, SAILBOATS ECRU/RED/WINE",1.45
1889,JAIPUR WILDFIRE PINK,1889,TE00010176,"PRINTED LIGHT POPLIN, COK150N/BIO150 RATTI, SAILBOATS ECRU/BLACK",1.45
1890,JAIPUR ANTIQUE ECRU,1890,TE00010177,"PRINTED COTTON VOILE, COK060N/140 RATTI, SAILBOATS SAND/ECRU",1.45
1891,JAIPUR ECRU/BLUE,1891,TE00010178,"PRINTED COTTON VOILE, COK060N/140 RATTI, SAILBOATS ECRU/RED",1.45
1892,JAIPUR JADE,1892,PC00926,"TOP LINES, COL. ECRU/CAMEL",
1893,JAIPUR BEIGE/TURMERIC YELLOW,1893,PC00927,"TOP LINES, COL. ECRU/GREEN",
1894,LLANOS SMOKE JADE/MULTICOLOR,1894,PC00928,"TOP LINES, COL. ECRU/NAVY",
1895,LLANOS BEIGE/MULTICOLOR,1895,PC00929,"TOP LINES, COL. ECRU/WINE",
1896,LLANOS CHIRIBIQUETE BEIGE/ACHIOTE RED,1896,TEN0007478,"SOLID LYCRA, SUMATRA SUTEX, COL.40011 RHUBARB",1.50
1897,LLANOS AFTER DARK BLACK/MULTICOLOR,1897,TE00010187,"SHIMMERING LYCRA, RN-2259 SEVNNA, RE25 SWIM COL.CAMOUFLAGE",1.20
1898,LLANOS ECRU/SHADES OF BLUE,1898,TE00010188,"SHIMMERING LYCRA, RN-2259 SEVNNA, RE25 SWIM COL.BLACK",1.20
1899,CHIRIBIQUETE ECRU/AFTER DARK BLACK,1899,TE00010189,"SHIMMERING LYCRA, RN-2259 SEVNNA, RE25 SWIM COL.MAROON",1.20
1900,CHIRIBIQUETE NUDE/ECRU,1900,TE00010190,"SHIMMERING LYCRA, RN-2259 SEVNNA, RE25 SWIM COL.GUAVA",1.20
1901,CHIRIBIQUETE BEIGE/ACHIOTE RED,1901,TE00010191,"SHIMMERING LYCRA, RN-2259 SEVNNA, RE25 SWIM COL.SAND",1.20
1902,IKAT ECRU/AFTER DARK BLACK,1902,TEN0007221,RIB ARMSTRONG COL Q00006 ECRU,1
1903,IKAT AFTER DARK BLACK/MULTICOLOR,1903,TE00005933,FOUR PLY COLOMBIANO MOSTAZA BATTI COL.96,1.45
1904,IKAT AFTER DARK BLACK/CHILI RED,1904,TE00009975,"ENGRAVED JACQUARD, ART. MATELASSE-RATTI, RE25 TROPICAL EXUBERNACE ALLOVER-ECRU-NAVY-160CM",1.40
1905,IKAT MIDNIGHT BLUE/ECRU,1905,PC00919,"CALM MOMENTUM DRESS, COL.ECRU/BLACK",
1906,IKAT PINOT NOIR/ORANGE,1906,PC00920,"SAILING AWAY DRESS, COL.ECRU/DARK BURGUNDY/AZURE BLUE",
1907,IKAT SEPIA/MULTICOLOR,1907,PC00921,"LIGHT BREEZE POLO, COL.ANTIQUE ECRU/NAVY/SALMON",
1908,IKAT ORANGE/MULTICOLOR,1908,PC00922,"WINDWARD SKIRT, COL ANTIQUE ECRU/NAVY/SALMÓN",
1909,IKAT WILDFIRE PINK/MULTICOLOR,1909,PC00923,"EMBAYED DRESS, COL.ANTIQUE ECRU/WINE/RED",
1910,IKAT TURMERIC YELLOW/ECRU,1910,PC00924,"CLEAN SLATE DRESS-, COL.ECRU",
1911,COCORA ECRU/AFTER JADE GREEN,1911,PC00925,"THE UNKNOWN, COL.BLACK",
1912,COCORA AFTER DARK BLACK/JADE,1912,TE00010170,"PRINTED JERSEY SPUGNA LAME, ART. 00P713 GENTILI, RE25 TROPICAL EXUBERANCE ALLOVER-ECRU-BLACK 120CM",1.05
1913,COCORA BEIGE/CHILLI RED,1913,TEL0005617,ALGODON BLANCO CM00021VY 100% COTTON,
1914,COCORA ANTIQUE ECRU/ACHIOTE RED,1914,TE00005818,CREPE DE CHINE NAVY PV1200 151 16MM,1.10
1915,COCORA PICANTE RED/EARTH SHADES,1915,TE00010042,SATIN - LEATHER BRANDY LAJARA,
1916,COCORA ECRU/TURMERIC SUN,1916,TEN0007435,LYCRA BAHIA ANTIQUE ECRU COL 120910,1.56
1917,WESTERN HARBOR BLUE/MULTICOLOR,1917,TE00009643,LYCRA VITA ANTIQUE ECRU,1.50
1918,WESTERN ANTIQUE ROSE/MULTICOLOR,1918,TEN0005992,LICRA TABITA CRUDA U400502 TINTU TOBACO,1.50
1919,WESTERN ECRU/SHADES OF BLUE,1919,TE00002386,SIDO BLANCO 2669 30 TEXTURIZADO,1.50
1920,WESTERN BARU GREEN/MULTICOLOR,1920,TE00002387,SIDO NEGRO 2669 30 TEXTURIZADO,1.50
1921,WESTERN ANTIQUE ECRU/MULTICOLOR,1921,TE00010199,"PRINTED PALM LEAVES SILK, ART.RODI-LISA, RE25 PALM SHADOWS V1 ECRU-WINE 130 CM DIS952759-JO2",1.40
1922,CHERI WILDFIRE PINK/ANTIQUE ECRU,1922,TE00010163,MANTON SEDA NATURAL REF.G494-9 NEGRO/NEGRO,
1923,CHERI PEACH SAND/CHILI RED,1923,TE00010174,"PRINTED HEAVY CREPE, ART.MAC956 GBINDA, RE25 RTW PALM SHADOWS GREEN-ECRU 130 CM",1.30
1924,CHERI SMOKE JADE/MULTICOLOR,1924,TE00008843,COTTON STRIPES ROME MUSTARD/WHITE CM0049YKH - JAMES FABRIC,1.35
1925,CHERI ECRU/EMERALD GREEN,1925,TEN0007481,"CUERO GAMUZA DE BECERRO, PELES, COL. NEGRA",
1926,CHERI TURMERIC YELLOW/ECRU,1926,TE00010173,"PRINTED HEAVY CREPE, ART.MAC956 GBINDA, RE25 RTW TROPICAL CATCH 140CMB BLACK-ECRU",1.30
1927,COLONIAL TAPESTRY NAVY,1927,TE00010195,"PRINTED SILK, ART.SE052N/GG/145 RATTI, DIS.MS05177, COL.GREEN",1.48
1928,VANILLA DARK BURGUNDY,1928,TEN0001812,LICRA TABITA CRUDA U400502 TINTURADA VERDE CLARO,1.50
1929,VANILLA HENNA,1929,TE00007325,LYCRA SUMATRA 0263 PAMPAS GOLD,1.50
1930,GOLDEN,1930,TEN0007482,"SOLID LYCRA, VITA SUTEX, COL.2249 STARFISH",1.50
1931,HENNA ORANGE,1931,TEN0008591,LYCRA BAHIA 33474 COL 192030 BURGUNDY,1.50
1932,MERLOT RED/NUDE,1932,TEN0007433,LYCRA BAHIA PEACH COL 171436,1.56
1933,JADE GREEN/NUDE,1933,TEN0001599,4 PLY BATTI 01 IVORY,1.45
1934,HONEY TOPAZ/NUDE,1934,TEN0005930,BATTI 09 SATIN NEGRO,1.45
1935,TAN/NUDE,1935,PC00482,EUFORIA PURS ANKLE SKIRT,
1936,SPICY BROWN,1936,TE00007453,LINO JULIA EWEST 7450 VERDE MILITAR,1.52
1937,SELVA GREEN,1937,PC00982,BLACK BRAIDED CABLE SWEATER,
1938,ECRU/ CRUISE NAVY,1938,PC00983,CHOCOLATE BRAIDED CABLE SWEATER,
1939,TUSCAN SUN/ ECRU,1939,PC00984,ECRU BRAIDED CABLE SWEATER,
1940,ASH GREY/PINOT WINE,1940,PC00985,DRIFTWOOD DREAMS TOP,
1941,FOREST GREEN,1941,PC00986,AZURE HORIZONS ANKLE DRESS,
1942,PINOT WINE/ECRU,1942,PC00987,CURRENT TIDE ANKLE DRESS,
1943,NATURAL/EMERALD,1943,PC00988,SAILS OF SERENITY ANKLE SKIRT,
1944,NATURAL/TURMERIC,1944,PC00989,CAMEL RETURN TO ORIGIN SWATER,
1945,NATURAL/BEIGE,1945,PC00990,BLACK RETURN TO ORIGIN SWATER,
1946,AFTER DARK BLACK/NATURAL,1946,PC00991,ECRU RETURN TO ORIGIN SWATER,
1947,NATURAL/ROSE,1947,PC00998,A NAVEGAR PANT,
1948,AFTER DARK BLACK/JO CAMEL,1948,TE00010213,"PRINTED HEAVY CREPE, ART.MAC956 GBINDA, FW24 EL SERRALLO MINI DRESS",1.30
1949,SEPIA BROWN/BEACH SAND,1949,TE00010034,"PRTD HEAVY CPE, ART.PRECIOUS - FASAC, FW24 RED PATALS MAXI DRESS",1.40
1950,FOREST GREEN/EMERALD,1950,TE00010035,"PRTD HEAVY CPE, ART.PRECIOUS - FASAC, FW24 RIAD DE VERSOS ANKLE DRESS",1.40
1951,PINOT WINE/ROSE,1951,TE00000352,LYCRA NAVY 390 VITA COL 60043 ADMIRAL,1.50
1952,ACHIOTE RED/ECRU,1952,IN00012436,MACRAME FRINGE 50CM BEIGE X 2.00MT NAVA,
1953,AFTER DARK BLACK/ECRU,1953,IN00012437,MACRAME FRINGE 50CM BEIGE X 2.06MT NAVA,
1954,CAMOUFLAGE GREEN/ECRU,1954,IN00012438,MACRAME FRINGE 50CM BEIGE X 2.12MT NAVA,
1955,SPICY RUST/ECRU,1955,IN00012439,MACRAME FRINGE 50CM BEIGE X 2.19MT NAVA,
1956,MIDNIGHT/ SPICY RUST/ JO CAMEL,1956,IN00012440,MACRAME FRINGE 50CM BEIGE X 2.25MT NAVA,
1957,JADE/ TURMERIC/ BLACK,1957,TEN0007492,"UERO GAMUZA DE BECERRO, PELES, COL. CAFÉ ROJIZO",
1958,FOREST GREEN/CAMOUFLAGE CHILLI RED,1958,TE00010258,"PALM COTTON MESH, ART. TMC E8736-A PREVIEW, WS25, PALM TRIM ANTIQUE ECRU",
1959,CANELA,1959,TE00010259,"PALM COTTON MESH, ART. TMC E8736-A PREVIEW, WS25, PALM TRIM BLACK",
1960,VINTAGE BLACK,1960,TE00010260,"PALM COTTON MESH, ART. TMC E8736-A PREVIEW,WS25, PALM TRIM BROWN",
1961,TROPICAL MARSALA,1961,TE00007490,ALGODON POPLIN POLY 08500060008 STYLEM 007 GREEN,1.40
1962,RED/MARSALA,1962,TEN0007502,"SOLID COTTON VOILE, 1161 ADALBERTO, COL. ANTQUE ECRU",1.35
1963,INTENSE GREEN,1963,TE00005891,DGTTE NUDE JO WIDE PV6000W PR29435 NUDE,1.11
1964,DARK ECRU,1964,TEN0007507,"PRINTED SATIN, ART.BATTI SUTEX, RE25 RTW ARCO TROPICAL EXUBERNACE WINE/BLUE/ECRU 160CM",1
1965,INDIAN HENNA,1965,TE00010302,"CDC-44"" 16MM 3160 OLIVE GREEN - SAISILKS",1.39
1966,SAND/MARSALA,1966,TEN0007493,4 PLY BATTI 08 ANTIQUE ECRU,1.45
1967,ECRU/JADE,1967,TE00007477,MATTE JERSEY PV9800 PREVIEW MJ15 WINE,1.52
1968,FUNGHI JADE,1968,TE00006994,WOVEN VISCOSE ART TCA807R1 15867 CANELA,1.4
1969,NOIR ABSOLU,1969,TEN0005896,DOUBLE GEORGETTE CAFE PV6000 190,1.1
1970,FAIRY BLUE,1970,TE00000196,DOUBLE GEORGETTE BURNT ORANGE PV6000 PR29952 SH.C.,1.1
1971,WINTER ECRU,1971,TEL0006011,LINO AZUL OSCURO/INDIGO BETHEL SOLIDO,
1972,NUDE SAUVAGE,1972,TE00007005,LUREX NET ART ITONM431 39 NUDE,
1973,DRIED APRICOT,1973,TE00009944,"EMBROIDERY VISCOSE ART.036 SAISILKS, COL.BLACK/ECRU",1.11
1974,ORCHID PETAL,1974,TE00009945,"EMBROIDERY VISCOSE ART.036 SAISILKS, COL.ECRU/BLACK",1.11
1975,EUPHORIA RED,1975,TE00009913,"EMBROIDERY VISCOSE ART.036 SAISILKS, ECRU/RED SAMBA",1.11
1976,BITTERSWEET RED,1976,TE00009914,"EMBROIDERY VISCOSE ART.036 SAISILKS, RUSSET BROWN/ECRU",1.11
1977,NEGRONI MAGENTA,1977,TE00009915,"EMBROIDERY VISCOSE ART.036 SAISILKS, ECRU/GOLDEN ROD",1.11
1978,DARK CABERNET,1978,TE00009976,"EYELET, ART.19380 BROCHE, RE25 RTW, COL.SORREL HORSE/ECRU",1.30
